W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP,yearID,CyYoung
1,5,18,13,2,0,1,283,102,51,10,34,39,0.28,4.87,4,0,2,0,406,3,53,0,0,0,1982,0
5,8,21,12,2,0,0,283,101,48,6,36,38,0.27,4.58,7,4,2,2,417,5,58,0,0,0,1977,0
3,4,15,15,0,0,0,283,81,38,14,27,80,0.232,3.63,2,4,1,0,383,0,39,5,1,0,2000,0
1,11,21,17,0,0,0,283,74,37,4,54,60,0.21,3.53,1,13,1,0,407,2,51,0,0,0,1968,0
2,10,17,16,1,0,0,283,79,35,8,59,53,0.23,3.34,2,8,3,0,415,1,47,0,0,0,1970,0
4,9,19,17,0,0,0,283,93,52,16,54,77,0.26,4.96,3,3,4,0,421,1,55,0,0,0,1970,0
2,6,23,12,2,0,0,283,101,56,11,52,38,0.27,5.34,2,4,1,0,426,4,63,0,0,0,1973,0
5,4,39,5,1,1,3,283,92,34,7,38,83,0.25,3.24,5,5,3,0,409,10,39,0,0,0,1972,0
5,6,59,3,0,0,2,283,83,41,9,46,82,0.23,3.91,8,5,4,0,407,13,46,0,0,0,1979,0
5,4,52,7,0,0,0,283,108,49,11,46,53,0.288,4.67,7,7,5,0,431,7,53,3,2,0,2006,0
2,12,18,18,1,0,0,283,118,66,14,57,49,0.311,6.3,3,2,3,0,448,0,74,7,2,0,2003,0
8,6,69,0,0,0,22,283,90,32,4,33,50,0.25,3.05,12,3,3,0,399,53,36,0,0,0,1990,0
3,9,19,13,2,1,5,283,98,44,8,34,55,0.27,4.2,7,1,0,1,404,5,49,0,0,0,1981,0
10,7,56,0,0,0,19,283,62,28,6,34,108,0.18,2.67,8,3,2,1,375,44,31,0,0,0,1976,0
2,4,37,6,0,0,1,283,95,44,11,51,43,0.26,4.2,9,2,3,2,414,6,50,0,0,0,1983,0
3,3,15,15,2,0,0,283,88,39,4,30,83,0.24,3.72,4,2,2,0,392,0,40,0,0,0,1985,0
9,5,61,0,0,0,19,283,70,31,9,45,74,0.2,2.96,13,7,2,0,399,44,32,0,0,0,1970,0
8,6,65,0,0,0,2,283,94,43,8,26,84,0.26,4.1,3,5,4,0,398,18,43,0,0,0,1993,0
3,5,67,0,0,0,14,283,80,37,12,40,61,0.22,3.53,6,2,3,1,401,42,39,0,0,0,1980,0
2,4,40,0,0,0,1,283,113,47,5,22,45,0.29,4.48,4,4,1,1,415,21,56,0,0,0,1983,0
5,5,28,12,1,0,1,283,82,34,8,36,52,0.24,3.24,3,5,2,0,388,8,42,0,0,0,1985,0
4,4,28,13,1,0,0,283,110,42,17,25,19,0.29,4.01,2,4,1,1,403,6,46,0,0,0,1982,0
5,2,31,7,1,0,3,283,109,48,11,21,41,0.29,4.58,2,4,1,0,403,11,50,0,0,0,1979,0
6,7,60,0,0,0,12,283,75,20,4,27,83,0.21,1.91,6,3,1,2,378,31,29,0,0,0,1988,0
5,11,27,13,2,0,0,283,122,69,16,51,40,0.32,6.58,3,4,1,0,438,5,74,0,0,0,1982,0
7,5,15,15,2,1,0,283,87,38,6,38,77,0.24,3.63,2,2,1,1,394,0,39,0,0,0,1992,0
4,10,19,18,1,0,0,283,128,63,10,19,37,0.32,6.01,2,3,4,0,429,0,75,0,0,0,1985,0
3,3,52,0,0,0,0,283,109,39,3,45,26,0.3,3.72,6,3,2,0,410,29,43,0,0,0,1988,0
4,3,16,16,0,0,0,283,110,51,10,54,49,0,4.87,3,3,4,0,423,0,52,0,0,0,1999,0
4,7,19,17,1,0,0,282,107,59,12,45,66,0.28,5.65,1,5,3,0,427,0,66,0,0,0,1997,0
0,6,72,0,0,0,34,282,62,26,10,25,128,0.18,2.49,3,5,0,0,363,62,27,0,0,0,1987,0
4,6,54,1,0,0,15,282,75,26,4,40,72,0.22,2.49,8,5,0,2,387,28,29,0,0,0,1971,0
4,3,17,15,0,0,0,282,113,65,16,35,70,0.296,6.22,0,7,1,0,425,0,69,1,6,0,2002,0
6,4,14,14,3,1,0,282,77,35,6,23,71,0.22,3.35,1,5,1,1,378,0,38,0,0,0,1967,0
6,6,15,15,2,1,0,282,120,53,8,31,39,0.32,5.07,6,5,0,2,410,0,54,0,0,0,1988,0
4,11,18,18,1,1,0,282,117,59,15,21,20,0.304,5.65,1,2,1,0,411,0,68,2,2,0,2012,0
4,3,18,18,0,0,0,282,117,54,13,37,63,0.31,5.17,1,1,5,0,426,0,59,2,4,0,2000,0
4,3,26,13,0,0,0,282,93,45,12,34,75,0.253,4.31,0,3,5,0,407,0,49,0,1,0,2005,0
5,8,68,0,0,0,1,282,106,61,11,44,58,0,5.84,5,5,6,0,428,14,65,0,0,0,1999,0
4,7,16,16,2,0,0,282,101,47,5,38,71,0.28,4.5,4,2,4,1,409,0,48,0,0,0,1990,0
5,4,14,14,1,0,0,282,84,30,8,25,75,0.237,2.87,2,4,2,1,387,0,31,0,6,0,2010,0
3,4,39,2,0,0,4,282,68,24,2,34,62,0.2,2.3,9,8,4,0,372,14,24,0,0,0,1972,0
6,10,19,17,0,0,0,282,103,53,12,21,44,0.275,5.07,3,3,7,2,407,1,58,2,2,0,2006,0
7,4,37,3,1,1,1,282,78,26,8,38,37,0.22,2.49,8,2,0,0,384,10,28,0,0,0,1969,0
2,8,20,15,0,0,0,282,107,56,14,26,67,0.285,5.36,1,0,5,0,415,2,61,7,1,0,2011,0
5,3,53,5,0,0,0,282,96,57,15,66,76,0.263,5.46,4,5,2,0,439,12,63,3,3,0,2000,0
2,6,22,15,0,0,0,282,106,56,10,43,54,0.289,5.36,0,10,3,1,419,4,60,2,4,0,2013,0
6,9,50,0,0,0,7,282,87,41,11,37,36,0.25,3.93,10,6,0,0,396,35,43,0,0,0,1978,0
6,11,17,17,0,0,0,282,99,53,13,33,63,0.269,5.07,0,5,7,0,413,0,54,3,2,0,2015,0
3,5,49,4,0,0,2,282,91,43,10,39,60,0.25,4.12,2,3,0,0,407,9,47,0,0,0,1984,0
1,16,27,16,1,0,3,282,136,76,16,42,53,0.34,7.28,9,2,1,0,442,8,83,0,0,0,1980,0
4,6,16,16,1,0,0,282,101,42,7,39,57,0.28,4.02,1,6,2,0,412,0,49,0,0,0,1993,0
7,3,57,3,0,0,12,282,91,38,5,53,53,0.26,3.64,9,1,5,0,410,27,43,0,0,0,1972,0
7,2,20,10,3,0,0,282,94,25,3,31,57,0.26,2.39,0,1,4,0,395,5,32,0,0,0,1974,0
4,6,56,0,0,0,6,282,95,50,10,62,44,0.27,4.79,5,4,6,0,422,24,54,0,0,0,1987,0
6,4,81,0,0,0,2,281,60,21,3,30,102,0.184,2.02,1,4,2,0,363,16,21,4,1,0,2007,0
6,3,14,14,2,2,0,281,79,26,4,26,48,0.22,2.5,1,1,2,0,385,0,30,0,0,0,1981,0
10,4,61,0,0,0,15,281,78,26,5,42,64,0.23,2.5,9,1,2,0,387,40,26,0,0,0,1971,0
6,7,15,15,1,1,0,281,94,42,14,28,79,0.258,4.04,3,5,1,0,401,0,53,5,2,0,2012,0
5,3,47,1,0,0,4,281,82,39,10,36,57,0.23,3.75,2,3,0,0,387,12,42,0,0,0,1984,0
8,2,16,16,0,0,0,281,89,37,13,33,45,0.25,3.56,2,0,2,4,394,0,44,0,0,0,1993,0
6,5,41,8,0,0,0,281,105,44,8,20,61,0.288,4.23,4,3,2,1,396,6,47,5,5,0,2007,0
4,11,19,17,0,0,0,281,134,66,11,30,53,0.343,6.34,1,2,2,0,434,1,69,8,3,0,2003,0
9,6,18,18,0,0,0,281,120,74,22,44,39,0.309,7.11,2,5,3,3,441,0,75,2,4,0,2003,0
4,7,26,13,0,0,0,281,110,53,9,18,62,0.287,5.09,1,7,2,0,408,5,55,4,1,0,2012,0
11,2,61,0,0,0,7,281,71,28,5,42,77,0.21,2.69,3,7,2,2,390,29,32,0,0,0,1986,0
3,2,34,5,0,0,3,281,96,40,9,33,72,0.26,3.84,3,10,0,1,403,8,43,0,0,0,1989,0
5,7,16,16,0,0,0,281,103,44,10,31,43,0.281,4.23,1,5,9,1,409,0,52,2,0,0,2008,0
5,6,22,12,0,0,0,281,83,44,10,36,51,0.24,4.23,0,1,4,0,386,3,44,0,0,0,2001,0
10,3,33,7,2,1,0,281,88,24,4,31,67,0.25,2.31,4,1,4,2,393,8,30,0,0,0,1979,0
6,6,63,7,0,0,28,281,98,38,9,41,98,0.265,3.65,8,5,4,0,417,49,41,2,0,10,2014,0
8,5,31,9,0,0,3,281,77,34,11,24,60,0.22,3.27,3,3,1,2,381,10,35,0,0,0,1991,0
3,5,67,4,0,0,2,281,101,41,14,19,76,0.273,3.94,4,3,0,1,393,15,47,1,3,0,2009,0
6,6,33,14,0,0,0,281,107,56,19,31,63,0.289,5.38,1,3,1,1,409,7,59,5,2,4,2014,0
5,9,58,4,0,0,0,281,101,43,8,46,44,0.27,4.13,8,0,5,0,422,20,55,0,0,0,1972,0
9,6,67,0,0,0,9,281,104,32,5,19,58,0.28,3.07,3,1,1,1,394,43,33,0,0,0,1980,0
6,6,22,10,3,2,2,281,99,41,14,34,58,0.27,3.94,0,1,1,0,400,6,43,0,0,0,1978,0
7,0,40,0,0,0,1,281,66,35,8,48,70,0.2,3.36,12,4,2,2,385,9,37,0,0,0,1985,0
4,5,14,14,1,1,0,281,84,42,15,25,68,0.239,4.04,3,1,4,0,386,0,46,3,3,0,2001,0
4,4,72,0,0,0,12,281,69,18,4,24,72,0.2,1.73,5,1,2,0,368,39,20,0,0,0,1968,0
1,7,27,11,1,0,0,281,125,62,16,33,65,0.325,5.96,4,5,4,0,432,6,70,7,3,0,2000,0
11,4,84,0,0,0,44,281,73,34,7,46,93,0.214,3.27,6,5,4,0,398,79,38,6,1,0,2002,0
11,4,84,0,0,0,44,281,73,34,7,46,93,0.214,3.27,6,5,4,0,398,79,38,6,1,0,2002,0
6,7,17,17,0,0,0,280,124,74,19,35,50,0.327,7.14,1,3,5,0,430,0,77,10,1,0,2006,0
5,2,20,15,0,0,0,280,89,54,12,63,61,0.255,5.21,4,5,4,0,426,0,63,5,5,0,2000,0
8,8,32,11,0,0,9,280,121,59,12,22,87,0.314,5.69,0,1,3,1,418,21,59,3,5,0,2005,0
7,8,63,5,0,0,1,280,85,45,21,41,69,0.239,4.34,0,4,3,1,403,17,48,1,2,0,2000,0
6,6,16,15,1,0,0,280,110,42,11,22,49,0.297,4.05,1,1,1,0,399,0,45,2,4,0,2001,0
5,1,49,1,0,0,0,280,103,39,5,29,62,0.28,3.76,4,3,2,0,405,11,42,2,4,0,2009,0
7,4,18,17,0,0,0,280,116,55,17,38,69,0.308,5.3,0,0,5,0,422,1,59,0,2,0,2009,0
2,5,29,9,1,0,2,280,92,45,3,55,52,0.26,4.34,4,7,1,3,421,5,54,0,0,0,1981,0
4,8,18,18,0,0,0,280,106,52,8,54,74,0.29,5.01,1,5,4,1,426,0,63,0,0,0,1973,0
9,6,71,0,0,0,1,280,94,44,9,35,86,0,4.24,4,6,3,0,408,16,48,0,0,0,1998,0
4,7,38,12,0,0,0,280,107,55,9,32,67,0.292,5.3,1,2,3,0,408,7,55,5,2,0,2015,0
5,5,55,0,0,0,7,280,69,34,6,48,66,0.2,3.28,4,6,5,0,390,31,38,0,0,0,1978,0
3,6,94,0,0,0,12,280,98,34,6,38,72,0.274,3.28,9,3,6,0,411,24,42,7,2,0,2006,0
1,6,59,0,0,0,13,280,95,40,6,19,36,0.27,3.86,2,1,4,0,376,47,41,0,0,0,1978,0
4,6,25,14,1,0,0,280,105,46,7,47,32,0.29,4.44,3,3,1,1,423,5,56,0,0,0,1975,0
10,7,60,0,0,0,20,280,71,27,6,39,68,0.21,2.6,5,6,2,0,379,43,30,0,0,0,1967,0
5,5,53,0,0,0,3,280,70,30,7,44,103,0.2,2.89,7,4,3,0,399,21,32,0,0,0,1971,0
12,7,62,0,0,0,19,280,54,25,8,43,107,0,2.41,6,13,1,0,366,40,29,0,0,0,1999,0
6,12,42,7,1,0,0,279,111,57,6,29,35,0.3,5.52,10,5,3,0,411,10,62,0,0,0,1967,0
4,5,56,0,0,0,30,279,63,23,5,28,102,0.19,2.23,5,1,0,0,356,43,23,0,0,0,1982,0
4,4,15,15,1,1,0,279,92,43,5,43,40,0.26,4.16,0,0,2,0,400,0,45,0,0,0,1992,0
5,2,71,0,0,0,3,279,65,39,10,54,42,0.2,3.77,8,7,3,1,395,18,45,0,0,0,1990,0
7,7,89,0,0,0,1,279,90,34,6,36,63,0.259,3.29,2,10,4,0,401,21,42,11,2,0,2004,0
2,6,51,0,0,0,17,279,93,33,10,33,40,0.26,3.19,8,1,1,0,400,40,36,0,0,0,1974,0
1,6,38,14,0,0,0,279,82,55,11,63,69,0.23,5.32,0,8,2,1,418,6,58,0,0,0,1984,0
4,3,45,3,0,0,10,279,60,22,2,56,104,0.18,2.13,2,5,1,1,390,24,24,0,0,0,1978,0
4,7,24,18,0,0,0,279,98,51,12,44,68,0.272,4.94,3,5,10,0,424,2,58,9,1,0,2003,0
1,7,30,11,0,0,0,279,96,52,18,37,51,0.27,5.03,6,5,4,0,412,4,59,11,5,0,2002,0
11,7,64,0,0,0,2,279,80,35,6,26,48,0.23,3.39,7,1,0,1,376,21,37,0,0,0,1990,0
4,8,61,0,0,0,1,279,86,39,9,31,64,0.252,3.77,8,6,6,0,388,14,45,7,3,0,2003,0
9,2,14,14,1,0,0,279,88,29,6,31,55,0.24,2.81,2,4,2,1,385,0,29,0,0,0,1995,0
6,7,35,8,1,0,0,279,91,55,15,27,47,0.254,5.32,3,8,2,1,390,6,60,0,3,0,2009,0
7,6,27,16,1,0,0,279,100,50,11,32,59,0.276,4.84,1,1,0,0,398,4,53,2,2,0,2006,0
9,3,77,0,0,0,0,279,70,19,4,32,46,0.21,1.84,9,4,1,0,377,22,23,0,0,0,1992,0
4,6,18,17,0,0,0,279,100,62,12,53,82,0,6,2,5,1,3,424,0,65,0,0,0,1999,0
7,7,20,18,0,0,0,279,116,55,12,36,40,0.3,5.32,3,2,5,0,418,0,61,0,0,0,1995,0
4,6,85,0,0,0,3,279,88,38,1,42,64,0.255,3.68,4,4,2,0,398,17,39,5,4,0,2007,0
7,4,60,0,0,0,13,279,81,34,7,47,56,0.24,3.29,7,5,1,1,395,39,42,0,0,0,1984,0
8,12,78,0,0,0,21,279,96,35,6,40,47,0.26,3.39,16,0,1,0,407,57,39,0,0,0,1980,0
4,6,19,17,0,0,0,279,100,50,12,27,76,0.272,4.84,3,0,7,0,407,1,53,1,4,0,2013,0
4,6,45,7,0,0,0,279,95,60,8,34,55,0.27,5.81,3,1,5,0,399,6,63,5,3,0,2002,0
7,4,63,0,0,0,2,279,102,48,14,38,74,0,4.65,3,1,2,1,414,14,49,0,0,0,1999,0
8,8,53,5,0,0,14,278,111,38,5,34,41,0.3,3.69,11,2,5,0,415,24,47,0,0,0,1973,0
9,0,12,12,3,0,0,278,76,26,11,44,62,0.22,2.53,7,4,2,0,392,0,31,0,0,0,1967,0
4,2,58,0,0,0,7,278,78,32,8,38,48,0.22,3.11,2,2,1,0,389,28,36,0,0,0,1977,0
7,3,18,17,2,1,0,278,84,35,12,41,50,0.24,3.4,0,2,2,0,390,1,36,0,0,0,1970,0
7,4,14,14,1,1,0,278,64,28,6,45,78,0.195,2.72,2,2,2,0,376,0,30,1,0,0,2000,0
7,7,19,19,0,0,0,278,105,58,17,36,50,0.279,5.63,4,4,8,1,422,0,60,0,1,0,2003,0
5,3,53,0,0,0,2,278,106,41,7,20,47,0.29,3.98,9,1,1,0,395,23,47,0,0,0,1983,0
4,4,36,8,0,0,0,278,107,49,8,46,45,0.29,4.76,3,10,4,0,418,4,54,0,0,0,1993,0
4,2,30,4,0,0,2,278,112,44,9,10,46,0.3,4.27,1,2,2,1,393,14,51,0,0,0,1982,0
4,9,18,17,0,0,0,278,89,45,8,42,76,0.256,4.37,4,5,4,1,401,0,48,5,3,0,2012,0
5,8,16,16,1,0,0,278,127,81,14,48,41,0.33,7.87,0,3,5,0,446,0,81,3,5,0,2000,0
4,8,43,7,0,0,0,278,83,42,11,29,88,0.243,4.08,2,4,2,2,381,12,45,7,1,0,2011,0
9,3,59,0,0,0,11,278,78,29,4,30,92,0.22,2.82,8,2,4,0,384,33,33,0,0,0,1976,0
5,7,18,18,0,0,0,278,91,47,10,45,77,0.25,4.56,0,5,2,0,415,0,53,1,3,0,2013,0
5,7,56,0,0,0,2,278,78,38,13,30,56,0.23,3.69,2,2,0,0,378,29,40,0,0,0,1968,0
3,7,25,9,0,0,3,278,88,38,5,17,59,0.24,3.69,6,0,2,0,376,7,42,0,0,0,1968,0
7,3,47,0,0,0,0,278,82,34,7,27,62,0.23,3.3,3,0,0,3,380,15,35,0,0,0,1992,0
7,8,18,17,2,0,0,278,118,57,12,31,34,0.32,5.54,6,4,1,1,415,0,61,0,0,0,1975,0
7,4,46,0,0,0,5,278,89,33,3,34,58,0.25,3.21,4,1,7,1,388,25,36,0,0,0,1982,0
4,4,46,6,1,0,0,278,88,54,6,40,69,0.25,5.24,4,4,1,2,391,7,55,0,0,0,1975,0
6,8,23,16,3,2,0,278,78,49,5,77,41,0.23,4.76,1,7,1,0,421,3,55,0,0,0,1969,0
4,3,57,0,0,0,8,278,83,36,13,30,78,0.23,3.5,2,3,0,0,386,23,38,0,0,0,1987,0
4,6,26,12,2,0,2,278,98,35,4,34,48,0.27,3.4,4,2,0,0,399,5,41,0,0,0,1972,0
4,3,70,0,0,0,44,278,66,19,6,31,92,0.2,1.85,1,8,2,0,370,65,21,0,0,0,1989,0
4,3,70,0,0,0,44,278,66,19,6,31,92,0.2,1.85,1,8,2,0,370,65,21,0,0,0,1989,0
4,3,70,0,0,0,44,278,66,19,6,31,92,0.2,1.85,1,8,2,0,370,65,21,0,0,0,1989,0
4,3,70,0,0,0,44,278,66,19,6,31,92,0.2,1.85,1,8,2,0,370,65,21,0,0,0,1989,0
5,4,57,0,0,0,20,277,62,15,3,23,75,0.19,1.46,9,1,2,0,355,48,16,0,0,0,1980,0
9,4,51,0,0,0,15,277,64,24,6,35,74,0.2,2.34,4,3,0,0,363,46,27,0,0,0,1978,0
5,5,19,14,1,0,0,277,123,53,7,23,43,0.33,5.17,0,2,3,0,405,2,57,0,0,0,1984,0
5,2,50,0,0,0,13,277,64,18,1,25,64,0.2,1.75,6,2,4,1,357,30,19,0,0,0,1970,0
2,9,62,0,0,0,17,277,88,32,10,31,51,0.24,3.12,13,1,2,0,397,51,38,0,0,0,1972,0
8,5,16,13,5,0,0,277,81,31,4,31,45,0.23,3.02,1,1,3,0,382,0,35,0,0,0,1980,0
6,2,13,13,4,2,0,277,85,32,6,19,49,0.24,3.12,1,0,1,0,373,0,36,0,0,0,1977,0
9,8,82,0,0,0,4,277,91,44,4,39,50,0.26,4.29,8,1,7,0,404,29,46,0,0,0,1990,0
6,6,17,12,4,0,0,277,105,39,6,18,30,0.28,3.8,0,1,1,0,395,0,45,0,0,0,1971,0
6,6,21,11,1,1,0,277,97,48,7,32,27,0.27,4.68,2,4,2,3,396,4,55,0,0,0,1980,0
7,6,55,1,1,0,10,277,100,28,6,27,62,0.28,2.73,9,1,1,0,390,44,31,0,0,0,1974,0
1,7,20,11,1,0,0,277,99,51,5,72,28,0.28,4.97,6,8,4,0,437,3,59,0,0,0,1976,0
5,5,20,13,3,1,0,277,109,47,7,38,66,0.29,4.58,1,6,2,2,412,1,53,0,0,0,1989,0
4,4,20,14,0,0,0,277,97,50,14,30,57,0.25,4.87,2,3,1,1,391,3,53,0,0,0,1994,0
4,3,53,0,0,0,4,277,98,43,7,23,48,0.27,4.19,5,1,5,1,394,23,46,0,0,0,1970,0
6,7,41,1,0,0,11,277,86,40,10,49,53,0.26,3.9,3,4,1,0,392,25,44,0,0,0,1985,0
4,6,19,15,1,1,0,277,89,46,9,48,54,0.25,4.48,1,3,2,4,404,1,53,0,0,0,1978,0
5,6,23,10,0,0,0,277,114,51,10,27,48,0.3,4.97,1,1,2,1,404,0,53,0,0,0,1995,0
5,8,13,13,5,0,0,277,81,31,3,28,42,0.23,3.02,1,1,1,2,379,0,40,0,0,0,1976,0
3,8,64,0,0,0,11,277,74,30,7,23,58,0.22,2.92,5,4,1,0,362,30,33,0,0,0,1988,0
4,4,41,0,0,0,4,277,81,31,10,30,49,0.24,3.02,7,2,0,0,375,28,35,0,0,0,1977,0
7,5,51,5,0,0,1,277,101,44,11,45,62,0.281,4.29,1,2,2,0,409,9,49,2,1,0,2009,0
4,4,50,1,0,0,1,277,96,35,3,26,64,0.27,3.41,2,0,6,0,394,16,41,0,0,0,1990,0
2,7,45,10,0,0,8,277,92,44,12,39,61,0.26,4.29,1,2,3,1,402,25,49,0,0,0,1991,0
7,3,20,20,0,0,0,277,106,53,11,23,50,0.27,5.17,1,2,2,0,397,0,60,0,0,0,1994,0
9,5,43,8,0,0,0,277,96,41,13,46,52,0.27,4,7,3,3,1,409,8,49,0,0,0,1991,0
7,6,41,11,0,0,0,277,74,33,9,44,61,0.224,3.22,2,8,3,0,380,4,35,2,1,0,2015,0
3,6,49,1,0,0,8,277,94,34,10,27,67,0.26,3.31,7,5,5,0,394,21,37,0,0,0,1986,0
2,9,60,0,0,0,8,277,117,52,7,38,48,0.31,5.07,9,4,2,0,418,41,54,0,0,0,1983,0
8,3,18,14,0,0,0,277,86,30,7,23,51,0.249,2.92,0,1,1,1,383,1,36,9,5,0,2012,0
4,5,47,2,0,0,10,277,80,27,5,24,65,0.23,2.63,1,0,1,0,375,24,29,0,0,0,1976,0
7,5,32,8,0,0,1,277,92,48,12,40,59,0.264,4.68,4,1,3,1,401,10,53,5,5,0,2000,0
9,1,58,4,0,0,0,277,93,37,13,27,55,0.261,3.61,3,4,5,0,397,11,41,5,4,0,2006,0
6,7,28,14,1,0,0,277,122,62,12,34,64,0,6.04,0,6,3,1,421,4,67,0,0,0,1998,0
3,3,65,0,0,0,17,276,62,18,4,15,87,0.19,1.76,2,5,2,2,352,42,20,0,0,0,1992,0
1,8,16,16,0,0,0,276,84,34,6,53,48,0.24,3.33,4,3,0,2,401,0,43,0,0,0,1985,0
8,10,60,0,0,0,18,276,85,35,3,47,91,0.26,3.42,8,4,6,0,393,46,39,0,0,0,1977,0
7,3,63,0,0,0,18,276,66,14,3,25,94,0.19,1.37,4,6,2,1,363,39,16,0,0,0,1989,0
7,9,66,0,0,0,21,276,87,31,7,44,78,0.25,3.03,9,2,1,0,403,53,34,0,0,0,1983,0
8,1,13,13,4,1,0,276,76,22,3,35,51,0.23,2.15,1,3,1,1,373,0,26,0,0,0,1992,0
7,5,76,0,0,0,1,276,84,30,7,16,91,0.246,2.93,5,3,2,1,365,11,34,4,2,0,2010,0
2,1,57,1,0,0,1,276,77,40,12,38,68,0.21,3.91,4,8,2,2,395,18,48,0,0,0,1969,0
7,4,16,16,0,0,0,276,91,43,13,36,68,0.256,4.21,1,1,2,0,399,0,44,2,3,0,2009,0
5,5,49,0,0,0,0,276,79,32,8,33,85,0.232,3.13,8,3,2,0,384,10,34,8,0,0,2013,0
2,5,30,8,0,0,0,276,92,47,9,41,74,0.261,4.6,1,8,10,3,408,8,49,1,4,11,2014,0
5,3,63,6,0,0,33,276,83,32,4,49,89,0.242,3.13,7,4,4,0,401,53,35,5,0,0,2005,0
6,5,19,17,0,0,0,276,106,59,12,34,41,0.293,5.77,2,3,4,2,413,1,61,6,7,0,2001,0
9,6,50,1,0,0,12,276,76,21,6,15,68,0.22,2.05,5,3,1,0,360,34,26,0,0,0,1967,0
4,3,52,0,0,0,19,276,76,22,5,26,49,0.22,2.15,7,2,2,1,372,46,23,0,0,0,1976,0
4,2,40,1,0,0,0,276,83,30,6,34,50,0.24,2.93,8,3,2,1,390,18,33,0,0,0,1988,0
5,5,20,18,0,0,0,276,91,57,18,62,75,0.256,5.58,0,4,9,0,430,0,61,0,4,0,2010,0
8,3,49,0,0,0,7,276,92,46,6,41,48,0.26,4.5,2,0,3,0,402,19,48,0,0,0,1983,0
4,8,16,16,0,0,0,276,113,60,15,32,49,0.304,5.87,5,2,2,0,413,0,65,2,5,0,2003,0
4,5,29,4,0,0,2,276,114,41,5,38,46,0.3,4.01,3,3,2,0,426,11,48,0,0,0,1977,0
4,2,50,2,0,0,4,276,98,37,12,34,68,0.27,3.62,7,2,5,0,402,11,41,0,0,0,1973,0
4,8,16,16,0,0,0,276,128,72,12,44,52,0.334,7.04,4,7,6,1,442,0,81,4,5,0,2005,0
5,3,22,9,0,0,1,276,98,42,9,32,56,0.27,4.11,4,1,1,0,398,5,43,0,0,0,1985,0
6,3,51,0,0,0,0,276,100,48,8,31,57,0.27,4.7,7,1,3,0,403,12,54,0,0,0,1991,0
5,6,49,4,0,0,5,276,103,49,9,47,49,0.28,4.79,7,6,3,3,422,21,54,0,0,0,1974,0
7,2,52,0,0,0,3,276,95,26,5,24,51,0.26,2.54,4,0,3,0,392,21,32,0,0,0,1988,0
5,7,20,15,1,1,0,276,101,59,15,45,64,0.27,5.77,2,7,2,0,415,1,61,0,0,0,1997,0
5,7,14,14,1,1,0,276,95,37,8,26,62,0.27,3.62,0,0,10,0,391,0,45,2,1,0,2000,0
9,6,48,8,0,0,1,276,89,35,7,31,45,0.252,3.42,6,2,2,0,392,13,43,5,1,0,2005,0
4,8,18,18,0,0,0,276,129,67,9,35,54,0.336,6.55,2,1,3,0,431,0,75,5,4,0,2010,0
6,0,16,14,2,1,0,276,91,39,10,28,72,0.259,3.82,1,2,0,0,383,0,41,2,1,0,2004,0
4,3,46,8,0,0,0,276,97,45,7,27,50,0.277,4.4,3,6,3,1,383,13,45,1,2,0,2007,0
4,5,52,3,0,0,0,276,79,28,9,30,64,0.234,2.74,5,1,5,1,380,13,33,2,5,0,2001,0
4,4,31,8,0,0,2,276,120,49,7,37,37,0.32,4.79,10,2,1,1,421,8,53,0,0,0,1990,0
6,2,16,15,0,0,0,276,90,46,16,30,51,0.24,4.5,0,4,4,1,390,0,49,0,0,0,1994,0
8,4,18,14,1,0,0,276,110,52,20,12,36,0.28,5.09,1,0,2,1,389,0,57,0,0,0,1994,0
2,3,73,0,0,0,10,276,73,28,6,33,57,0.22,2.74,4,0,0,0,371,32,31,0,0,0,1983,0
3,6,20,14,0,0,0,276,106,42,12,18,76,0.291,4.11,0,1,4,0,395,2,44,3,6,0,2013,0
10,6,58,0,0,0,7,276,77,39,9,57,87,0.23,3.82,11,3,1,1,398,26,41,0,0,0,1984,0
4,5,19,16,0,0,0,276,103,51,13,30,35,0.285,4.99,4,1,7,0,405,2,56,5,2,0,2006,0
7,7,84,0,0,0,0,276,87,27,6,22,62,0.256,2.64,6,5,6,0,380,20,33,9,3,0,2004,0
5,5,28,9,0,0,0,276,100,51,9,54,52,0.27,4.99,1,6,2,0,420,9,56,0,0,0,1974,0
8,9,59,0,0,0,16,276,77,29,6,38,80,0.22,2.84,10,5,1,0,383,44,36,0,0,0,1967,0
4,7,41,10,0,0,1,276,102,61,4,58,45,0.28,5.97,5,8,3,0,430,9,73,0,0,0,1980,0
7,7,56,4,0,0,7,275,67,30,8,45,86,0.2,2.95,5,3,3,1,381,32,32,0,0,0,1992,0
5,4,61,0,0,0,17,275,79,30,3,42,38,0.23,2.95,17,2,0,1,389,43,38,0,0,0,1975,0
5,10,67,3,0,0,24,275,103,36,7,29,82,0.283,3.53,9,4,5,0,404,50,39,5,1,0,2001,0
4,4,59,0,0,0,1,275,103,39,9,30,54,0.28,3.83,5,4,3,1,403,19,49,0,0,0,1990,0
10,2,75,0,0,0,4,275,74,23,6,30,33,0.22,2.26,13,3,0,5,371,33,27,0,0,0,1988,0
5,3,63,0,0,0,8,275,69,26,7,36,68,0.21,2.55,13,2,1,0,372,33,27,0,0,0,1982,0
