W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP,yearID,CyYoung
10,9,54,2,0,0,11,275,85,35,9,35,73,0.24,3.44,6,4,1,0,397,39,41,0,0,0,1982,0
5,5,62,0,0,0,1,275,97,56,8,45,59,0,5.5,3,3,6,1,417,11,61,0,0,0,1998,0
5,11,23,18,0,0,0,275,96,51,14,36,39,0.28,5.01,3,5,4,1,393,2,55,0,0,0,1992,0
5,3,50,0,0,0,4,275,92,46,7,26,34,0.27,4.52,2,3,2,0,381,25,46,0,0,0,1974,0
10,2,16,16,1,1,0,275,68,26,4,26,81,0.2,2.55,2,2,3,1,365,0,30,0,0,0,1986,0
5,8,16,16,1,0,0,275,91,41,15,38,43,0.25,4.03,2,4,2,0,406,0,54,0,0,0,1986,0
4,7,44,0,0,0,2,275,80,33,6,23,46,0.23,3.24,4,5,5,0,375,21,33,0,0,0,1989,0
4,6,17,16,0,0,0,275,92,63,17,36,54,0.27,6.19,0,2,4,0,387,0,65,0,0,0,1993,0
5,5,23,15,0,0,0,275,93,55,17,34,53,0.263,5.4,3,0,3,0,398,2,57,4,4,0,2001,0
4,8,17,16,0,0,0,275,129,73,24,34,60,0.29,7.17,2,6,3,0,434,0,76,0,0,0,1996,0
1,6,24,13,0,0,0,275,125,59,10,35,39,0.31,5.79,4,0,1,2,415,3,61,0,0,0,1994,0
7,5,16,16,0,0,0,275,87,47,9,37,48,0.249,4.61,0,2,6,1,397,0,51,1,4,0,2003,0
6,5,21,14,0,0,0,275,96,46,13,30,53,0,4.52,1,1,3,2,394,3,50,0,0,0,1998,0
5,0,52,0,0,0,3,275,54,17,5,27,74,0.17,1.67,4,5,6,0,353,14,21,0,0,0,1967,0
2,3,74,0,0,0,19,275,68,21,3,29,89,0.2,2.06,4,6,0,1,365,40,22,0,0,0,1993,0
8,4,62,0,0,0,4,275,102,35,8,16,61,0.275,3.44,2,1,2,0,394,14,43,1,4,0,2002,0
12,4,61,0,0,0,6,275,66,27,8,45,62,0.21,2.65,9,4,1,1,369,34,29,0,0,0,1988,0
1,9,19,14,0,0,0,275,95,52,4,46,83,0.269,5.11,4,6,3,1,411,0,63,6,3,0,2010,0
5,8,36,7,0,0,3,275,72,40,11,35,87,0.21,3.93,5,0,5,1,383,13,42,0,0,0,1968,0
4,3,60,0,0,0,3,275,87,25,2,49,46,0.26,2.45,12,6,4,1,400,23,35,0,0,0,1972,0
10,11,78,0,0,0,7,275,66,28,5,37,98,0.201,2.75,2,12,2,0,375,21,33,4,3,0,2005,0
4,3,52,3,0,0,1,275,83,35,10,33,41,0.24,3.44,2,4,0,0,378,15,39,0,0,0,1985,0
2,4,50,1,0,0,7,275,86,43,13,34,66,0.24,4.22,8,1,1,0,397,27,50,0,0,0,1983,0
3,6,23,14,0,0,0,275,98,50,16,24,54,0.281,4.91,1,1,3,0,385,4,53,3,6,0,2009,0
7,5,54,0,0,0,4,275,95,37,7,42,68,0.27,3.63,12,2,3,1,414,27,52,0,0,0,1973,0
4,5,33,8,1,0,2,275,96,39,7,28,70,0.26,3.83,5,5,2,0,396,15,45,0,0,0,1974,0
8,4,68,0,0,0,25,275,63,23,8,30,100,0.18,2.26,12,0,0,0,371,53,26,0,0,0,1983,0
8,4,68,0,0,0,25,275,63,23,8,30,100,0.18,2.26,12,0,0,0,371,53,26,0,0,0,1983,0
7,6,57,0,0,0,4,274,80,31,7,33,48,0.23,3.05,4,6,0,0,383,19,40,0,0,0,1980,0
10,5,66,0,0,0,30,274,81,26,8,42,53,0.243,2.56,7,3,3,1,388,57,31,6,4,0,2000,0
9,5,63,0,0,0,27,274,63,34,6,32,118,0.19,3.35,4,3,1,1,370,51,39,0,0,0,1986,0
6,5,49,0,0,0,8,274,101,32,4,24,87,0.28,3.15,5,0,6,0,400,29,45,0,0,0,1987,0
4,4,74,0,0,0,42,274,90,26,6,22,79,0.257,2.56,5,2,2,1,379,64,27,4,1,0,2000,0
3,5,14,14,1,0,0,274,100,47,19,28,52,0.27,4.63,0,0,3,1,402,0,51,0,0,0,1970,0
7,7,16,15,1,0,0,274,99,59,16,31,58,0.278,5.81,1,4,2,1,400,0,61,6,5,0,2000,0
7,3,15,15,1,0,0,274,77,31,9,24,44,0.231,3.05,1,0,1,1,365,0,32,3,3,0,2015,0
4,7,16,16,0,0,0,274,77,35,11,30,87,0.226,3.45,0,5,1,0,373,0,41,1,0,0,2011,0
4,3,17,17,2,2,0,274,81,41,7,48,65,0.23,4.04,6,6,3,0,407,0,49,0,0,0,1968,0
8,5,66,0,0,0,3,274,115,47,9,25,39,0.3,4.63,9,3,2,3,408,29,52,0,0,0,1991,0
6,3,54,8,0,0,0,274,114,59,11,49,79,0.3,5.81,3,3,5,0,430,16,69,0,0,0,1997,0
2,6,32,7,1,0,0,274,93,42,6,33,72,0.27,4.14,4,6,2,0,390,7,50,0,0,0,1976,0
3,8,14,14,1,0,0,274,93,39,7,31,44,0.26,3.84,4,2,0,5,399,0,48,0,0,0,1981,0
4,3,22,14,0,0,1,274,80,46,9,47,26,0.23,4.53,2,3,1,1,394,2,49,0,0,0,1992,0
7,1,81,0,0,0,1,274,103,30,6,20,60,0.286,2.96,4,2,6,0,390,17,34,3,1,0,2006,0
4,9,51,5,0,0,2,274,99,52,13,45,71,0.27,5.12,2,5,0,1,410,10,54,0,0,0,1995,0
2,6,34,10,1,0,1,274,96,49,12,37,67,0.27,4.83,1,2,2,2,398,9,56,0,0,0,1982,0
9,6,65,0,0,0,22,274,72,19,7,24,58,0.21,1.87,10,8,2,1,364,51,23,0,0,0,1988,0
4,9,17,17,0,0,0,274,120,54,12,39,59,0.319,5.32,3,5,4,0,423,0,61,1,3,0,2009,0
6,0,63,0,0,0,4,274,81,28,4,37,71,0.23,2.76,7,2,2,2,392,24,31,0,0,0,1988,0
4,6,68,0,0,0,19,274,81,25,0,34,42,0.24,2.46,6,7,0,1,377,38,28,0,0,0,1980,0
3,10,28,15,0,0,0,274,114,57,9,44,72,0.308,5.62,3,10,1,0,422,1,65,4,3,0,2009,0
4,5,85,0,0,0,2,274,78,34,13,36,86,0.231,3.35,6,4,2,1,383,19,37,1,6,0,2006,0
7,5,55,0,0,0,9,274,88,41,4,30,54,0.25,4.04,10,5,1,0,387,29,45,0,0,0,1980,0
6,3,16,16,1,1,0,274,95,46,7,29,47,0.27,4.53,4,4,6,1,388,0,47,0,0,0,1997,0
8,7,63,0,0,0,22,274,80,18,8,23,83,0.23,1.77,4,0,4,0,375,51,20,0,0,0,1979,0
5,5,17,13,3,1,0,274,82,36,9,25,66,0.23,3.55,2,2,3,3,377,4,39,0,0,0,1986,0
4,4,16,15,0,0,0,274,105,50,8,41,45,0.25,4.93,1,1,7,2,406,0,60,0,0,0,1996,0
3,5,16,16,0,0,0,274,95,47,10,29,92,0.271,4.63,0,0,4,0,391,0,51,5,3,0,2009,0
6,5,69,0,0,0,9,273,80,27,5,21,58,0.237,2.67,3,2,2,1,366,20,30,4,2,0,2011,0
4,7,20,16,1,0,0,273,89,42,9,61,35,0.25,4.15,3,11,8,0,422,0,50,0,0,0,1969,0
6,0,19,4,0,0,1,273,67,17,5,27,49,0.2,1.68,5,3,1,0,353,11,21,0,0,0,1973,0
7,0,55,0,0,0,18,273,64,12,3,17,58,0.19,1.19,6,2,0,0,354,30,18,0,0,0,1987,0
11,8,78,0,0,0,1,273,69,31,8,41,112,0.212,3.07,4,1,2,1,378,18,33,3,7,0,2010,0
6,5,44,1,0,0,12,273,103,38,5,28,58,0.28,3.76,8,5,0,0,394,26,47,0,0,0,1985,0
4,7,32,8,0,0,4,273,101,45,13,34,40,0.28,4.45,2,2,2,0,394,9,49,0,0,0,1970,0
3,5,35,4,0,0,1,273,104,44,8,36,49,0.29,4.35,1,2,1,0,399,14,46,0,0,0,1990,0
4,3,47,0,0,0,1,273,97,42,9,44,88,0.27,4.15,4,2,2,0,408,19,47,0,0,0,1987,0
4,7,48,6,0,0,0,273,92,41,7,31,60,0.268,4.05,1,3,0,0,384,11,48,7,3,0,2005,0
7,6,15,15,1,0,0,273,79,35,10,25,67,0.234,3.46,0,4,3,0,376,0,42,6,4,0,2013,0
10,3,48,2,0,0,0,273,74,32,10,43,55,0.224,3.16,4,2,5,0,385,11,32,4,2,0,2002,0
2,3,42,2,0,0,3,273,101,50,5,53,35,0.29,4.95,3,6,2,1,407,26,57,0,0,0,1979,0
5,5,20,6,0,0,1,273,68,30,5,26,40,0.21,2.97,3,1,3,0,360,8,37,0,0,0,1974,0
3,3,15,11,2,0,1,273,75,27,5,26,38,0.22,2.67,3,1,0,1,368,2,30,0,0,0,1972,0
5,3,14,14,0,0,0,273,84,32,9,19,56,0.248,3.16,0,1,2,1,366,0,37,3,3,0,2012,0
3,9,19,16,0,0,0,273,87,52,13,49,53,0.257,5.14,3,2,3,0,399,0,59,6,3,0,2005,0
5,3,49,2,0,0,4,273,81,39,11,39,41,0.24,3.86,8,0,1,1,385,19,44,0,0,0,1977,0
4,9,54,1,0,0,3,273,94,53,16,38,75,0.26,5.24,6,2,1,0,397,37,58,0,0,0,1984,0
5,8,62,0,0,0,17,273,85,29,9,34,60,0.24,2.87,11,1,0,0,391,41,38,0,0,0,1983,0
4,6,53,5,1,1,2,273,109,45,8,19,62,0,4.45,5,2,3,0,396,11,53,0,0,0,1998,0
5,2,70,0,0,0,15,273,92,25,6,23,48,0.26,2.47,7,1,2,1,380,38,29,0,0,0,1975,0
4,4,16,16,0,0,0,273,96,50,8,47,64,0.267,4.95,0,6,3,0,414,0,53,1,4,0,2005,0
4,4,28,10,0,0,0,273,112,52,12,15,44,0.298,5.14,1,2,5,1,400,11,54,0,4,0,2007,0
10,7,51,0,0,0,14,273,81,30,5,29,75,0.24,2.97,1,4,0,0,377,33,34,0,0,0,1986,0
6,3,61,1,0,0,0,273,77,24,4,29,64,0.22,2.37,4,1,0,1,369,15,28,0,0,0,1992,0
5,6,18,18,0,0,0,273,121,70,19,31,61,0.321,6.92,3,4,9,0,425,0,75,2,6,0,2000,0
3,6,77,0,0,0,1,273,85,39,9,36,59,0,3.86,1,8,4,1,398,24,45,0,0,0,1998,0
2,7,35,3,0,0,0,272,102,47,7,43,63,0.28,4.67,3,4,3,3,405,17,54,0,0,0,1987,0
9,3,43,1,0,0,10,272,80,36,10,28,60,0.24,3.57,1,3,3,0,371,30,40,0,0,0,1981,0
4,6,57,0,0,0,10,272,77,33,6,49,81,0.23,3.28,17,2,1,2,398,32,40,0,0,0,1970,0
3,7,64,0,0,0,4,272,85,24,5,25,54,0.24,2.38,6,2,0,1,376,25,32,0,0,0,1984,0
7,3,69,0,0,0,0,272,83,41,9,43,76,0.2,4.07,3,10,3,0,399,11,51,0,0,0,1996,0
6,3,63,1,0,0,1,272,83,33,14,32,56,0.243,3.28,4,1,6,0,387,13,34,6,2,0,2002,0
3,12,21,17,0,0,0,272,110,74,22,44,45,0.3,7.35,3,3,7,0,420,1,74,0,0,0,1993,0
5,6,15,15,1,1,0,272,80,43,9,31,65,0.235,4.27,1,3,6,1,382,0,45,1,3,0,2013,0
8,5,53,0,0,0,12,272,76,20,6,30,93,0.22,1.99,9,5,3,1,376,42,28,0,0,0,1971,0
5,8,20,17,0,0,0,272,95,60,15,34,47,0.273,5.96,5,2,4,0,395,1,66,2,7,0,2012,0
3,9,19,15,0,0,0,272,122,64,21,31,45,0.324,6.35,2,1,7,1,422,0,72,5,3,0,2012,0
5,4,19,15,0,0,0,272,89,40,8,15,66,0.256,3.97,0,3,1,1,372,0,41,7,1,0,2012,0
7,13,57,0,0,0,15,272,78,36,10,31,73,0.23,3.57,5,3,0,1,371,40,36,0,0,0,1978,0
5,8,52,5,2,1,10,272,83,31,6,37,47,0.24,3.08,2,0,2,2,390,23,34,0,0,0,1980,0
3,6,45,4,0,0,2,272,124,69,15,50,41,0.33,6.85,14,3,2,0,439,15,74,0,0,0,1980,0
4,9,19,15,0,0,0,272,89,41,13,30,51,0.254,4.07,2,4,4,0,390,2,44,2,3,0,2010,0
3,1,53,5,0,0,2,272,99,38,8,31,38,0.27,3.77,10,2,0,0,394,17,43,0,0,0,1989,0
4,4,19,14,1,0,0,272,103,41,5,27,47,0.28,4.07,2,6,3,1,396,1,45,0,0,0,1981,0
10,3,16,16,0,0,0,272,113,49,15,15,75,0.309,4.86,1,3,5,0,394,0,50,3,5,0,2009,0
4,8,20,14,0,0,0,272,92,44,15,36,53,0.27,4.37,3,1,2,1,390,2,45,0,0,0,1993,0
8,6,68,0,0,0,29,271,79,34,12,34,82,0.23,3.39,10,5,0,2,381,56,39,0,0,0,1986,0
7,4,19,14,0,0,1,271,84,42,17,46,54,0,4.18,0,2,1,0,395,2,45,0,0,0,1999,0
9,9,66,0,0,0,31,271,69,31,7,42,93,0.21,3.09,11,2,0,0,372,59,32,0,0,0,1986,0
7,5,18,17,2,1,0,271,93,39,9,25,46,0.26,3.89,0,6,2,1,382,0,44,0,0,0,1979,0
8,3,29,15,0,0,0,271,101,50,16,34,57,0.28,4.98,2,4,0,0,395,5,53,0,0,0,1995,0
5,5,17,17,1,1,0,271,109,60,14,31,42,0.301,5.98,3,0,1,1,407,0,64,8,5,0,2006,0
6,12,81,0,0,0,2,271,92,27,6,15,63,0.268,2.69,2,3,5,1,367,28,30,2,2,0,2004,0
1,7,13,13,3,0,0,271,87,35,7,34,36,0.25,3.49,1,7,1,1,383,0,42,0,0,0,1976,0
5,5,20,11,0,0,0,271,84,39,6,35,33,0.25,3.89,2,6,1,1,377,3,42,0,0,0,1981,0
2,7,15,15,0,0,0,271,81,42,13,32,70,0.242,4.18,2,2,2,0,374,0,47,3,2,9,2014,0
8,3,53,1,0,0,1,271,95,43,11,55,62,0.22,4.28,9,4,3,0,415,15,47,0,0,0,1996,0
5,3,28,11,0,0,0,271,92,37,13,22,80,0.264,3.69,2,1,0,0,375,7,39,5,0,0,2012,0
5,9,21,16,0,0,0,271,92,44,10,48,59,0.271,4.38,3,0,4,1,396,2,48,1,4,0,2006,0
6,5,39,8,0,0,1,271,100,51,13,47,35,0.27,5.08,3,6,0,0,409,8,59,0,0,0,1977,0
2,3,63,0,0,0,6,271,102,50,6,32,69,0.28,4.98,7,6,0,1,398,23,54,0,0,0,1988,0
4,7,21,15,0,0,0,271,116,55,10,30,46,0,5.48,1,1,8,1,418,1,61,0,0,0,1998,0
6,6,45,1,0,0,10,271,81,36,4,45,62,0.24,3.59,6,3,4,0,395,34,38,0,0,0,1976,0
4,8,45,8,0,0,0,271,113,50,15,35,61,0.31,4.98,0,1,2,3,409,9,56,4,4,0,2010,0
4,6,58,0,0,0,11,271,82,40,8,54,82,0.24,3.99,8,6,2,0,395,29,43,0,0,0,1970,0
4,6,72,0,0,0,2,271,78,42,9,65,78,0.18,4.18,9,14,4,2,412,19,45,0,0,0,1996,0
5,4,70,0,0,0,10,271,78,23,4,27,62,0.23,2.29,13,3,1,0,372,32,27,0,0,0,1968,0
4,7,19,16,0,0,0,271,102,57,16,29,64,0.284,5.68,0,5,8,0,402,2,60,1,5,0,2001,0
2,5,24,10,0,0,0,271,78,44,10,32,42,0.22,4.38,5,6,1,0,382,4,50,0,0,0,1971,0
7,5,14,14,1,1,0,271,91,29,10,13,82,0.257,2.89,0,1,1,0,370,0,35,1,1,6,2014,0
7,3,70,0,0,0,16,271,79,31,13,34,58,0.23,3.09,5,2,0,1,378,53,36,0,0,0,1985,0
10,9,54,0,0,0,8,271,77,43,10,44,50,0.22,4.28,6,4,3,0,393,25,50,0,0,0,1972,0
5,6,16,16,0,0,0,271,93,54,8,47,45,0,5.38,0,5,5,0,403,0,64,0,0,0,1995,0
1,9,40,6,0,0,2,271,112,46,5,29,60,0.3,4.58,7,2,3,0,405,11,58,0,0,0,1984,0
8,4,64,0,0,0,17,271,65,22,3,22,75,0.2,2.19,3,3,2,0,354,40,26,0,0,0,1980,0
12,7,59,4,0,0,2,271,94,30,7,33,69,0.26,2.99,6,4,2,0,394,26,34,0,0,0,1990,0
8,2,14,14,1,0,0,271,84,26,9,16,59,0.251,2.59,0,2,1,0,363,0,26,9,3,0,2005,0
1,2,71,0,0,0,17,271,74,20,3,26,48,0.22,1.99,4,2,1,1,359,30,22,0,0,0,1991,0
4,5,28,15,0,0,0,271,104,60,8,52,60,0.28,5.98,3,3,5,0,419,0,68,0,0,0,1995,0
5,6,31,9,1,0,0,271,92,48,7,41,53,0.26,4.78,8,1,2,0,398,8,53,0,0,0,1971,0
8,3,16,16,0,0,0,271,81,44,9,35,63,0.23,4.38,0,1,5,0,388,0,45,0,0,0,1997,0
4,2,51,1,0,0,4,270,77,25,8,24,34,0.23,2.5,8,0,1,1,357,16,28,0,0,0,1977,0
5,3,58,0,0,0,22,270,77,26,6,25,61,0.22,2.6,4,1,2,0,367,40,26,0,0,0,1975,0
4,4,67,0,0,0,33,270,83,29,6,28,77,0.24,2.9,2,6,2,0,376,55,32,0,0,0,1991,0
7,1,23,10,0,0,0,270,111,45,14,27,50,0.27,4.5,2,2,1,1,405,1,50,0,0,0,1996,0
5,8,68,0,0,0,34,270,96,33,6,33,62,0.27,3.3,3,6,4,2,398,59,38,0,0,0,1988,0
2,4,49,2,0,0,4,270,102,39,6,17,34,0.28,3.9,2,1,1,0,375,12,43,0,0,0,1989,0
5,9,68,0,0,0,32,270,69,30,7,34,78,0.21,3,14,6,1,2,366,54,32,0,0,0,1988,0
5,0,70,0,0,0,1,270,46,14,4,24,135,0.149,1.4,1,2,4,1,341,8,15,2,3,1,2014,0
7,4,18,16,0,0,0,270,92,38,7,58,59,0.272,3.8,3,5,3,0,403,0,43,4,0,0,2006,0
4,6,34,9,2,2,3,270,81,31,1,34,61,0.24,3.1,5,2,2,0,377,12,35,0,0,0,1968,0
4,8,25,14,2,0,1,270,108,58,10,42,42,0.29,5.8,4,8,5,0,417,3,66,0,0,0,1972,0
1,7,29,12,0,0,0,270,89,48,16,41,104,0.25,4.8,5,3,4,2,402,6,57,0,0,0,1979,0
7,3,45,0,0,0,2,270,76,35,2,39,47,0.23,3.5,3,3,1,0,373,17,35,0,0,0,1974,0
1,2,37,3,0,0,5,270,89,38,5,40,36,0.25,3.8,11,8,2,0,394,14,44,0,0,0,1983,0
6,6,15,15,0,0,0,270,74,35,8,34,62,0.22,3.5,3,1,0,4,371,0,40,0,0,0,1984,0
4,1,26,8,0,0,1,270,87,34,9,29,49,0.25,3.4,0,1,1,2,378,10,34,0,0,0,1983,0
6,2,55,0,0,0,2,270,65,30,4,38,57,0.2,3,10,3,2,0,363,17,31,0,0,0,1974,0
4,2,66,0,0,0,2,270,73,23,2,20,70,0.22,2.3,2,1,2,2,349,16,28,0,0,0,1991,0
11,4,60,0,0,0,8,270,84,37,4,51,69,0.25,3.7,15,0,5,1,401,35,46,0,0,0,1989,0
7,2,59,0,0,0,3,270,95,46,8,31,84,0.26,4.6,1,7,4,0,391,19,47,0,0,0,1995,0
5,4,41,2,0,0,3,270,90,56,11,51,55,0.26,5.6,3,4,3,0,401,19,58,0,0,0,1977,0
7,7,57,0,0,0,13,270,78,20,1,36,53,0.24,2,15,1,3,1,369,40,26,0,0,0,1981,0
6,5,16,15,1,1,0,270,69,36,15,33,71,0.212,3.6,1,3,2,0,365,1,40,3,1,0,2006,0
5,8,22,14,0,0,0,270,114,63,16,27,70,0.311,6.3,0,9,6,0,402,3,66,1,2,0,2013,0
4,3,62,0,0,0,8,270,76,22,4,37,42,0.23,2.2,4,3,2,0,373,24,22,0,0,0,1989,0
6,7,51,2,0,0,1,270,95,33,9,33,83,0.24,3.3,8,7,6,0,393,16,46,0,0,0,1996,0
4,6,16,16,2,2,0,270,92,46,11,37,64,0.26,4.6,1,10,4,0,395,0,49,0,0,0,2015,0
5,3,80,0,0,0,1,270,65,18,6,31,63,0.208,1.8,12,2,7,0,359,16,27,4,4,0,2007,0
3,4,14,14,0,0,0,270,80,38,6,38,42,0.24,3.8,2,1,2,2,377,0,40,0,0,0,1979,0
2,8,26,9,1,1,0,270,91,52,12,47,68,0.26,5.2,7,4,6,0,407,9,54,0,0,0,1969,0
4,5,16,15,0,0,0,270,71,35,13,48,94,0.218,3.5,1,3,5,0,387,0,37,5,3,0,2002,0
5,10,15,15,2,0,0,270,83,56,11,25,67,0.243,5.6,0,6,10,0,382,0,60,2,4,0,2002,0
5,5,17,15,1,0,0,270,79,43,14,31,88,0.22,4.3,4,6,2,1,383,0,46,0,0,0,1995,0
1,8,17,16,0,0,0,270,122,50,17,31,39,0.331,5,3,4,3,0,411,0,56,3,5,0,2006,0
3,6,24,12,0,0,0,270,104,49,11,44,61,0.29,4.9,1,3,3,0,411,5,52,0,0,0,1984,0
2,10,23,16,2,1,0,270,76,53,8,66,67,0.23,5.3,2,2,2,0,405,1,59,0,0,0,1976,0
4,6,31,14,0,0,0,269,91,35,5,50,64,0.26,3.51,4,4,4,1,405,5,43,0,0,0,1971,0
4,3,46,0,0,0,1,269,82,36,7,26,53,0.24,3.61,3,5,4,0,371,24,40,0,0,0,1967,0
9,4,80,0,0,0,4,269,56,22,5,23,96,0.18,2.21,5,3,1,0,342,15,23,5,2,0,2004,0
4,6,63,0,0,0,19,269,83,30,7,28,45,0.24,3.01,6,0,2,0,378,40,42,0,0,0,1972,0
2,7,14,14,0,0,0,269,98,37,8,31,64,0.27,3.71,8,6,3,0,393,0,39,0,0,0,1989,0
8,7,55,1,0,0,9,269,82,32,6,23,63,0.24,3.21,7,1,0,0,363,39,39,0,0,0,1978,0
4,5,17,16,1,0,0,269,73,48,11,56,94,0,4.82,2,9,1,3,392,0,49,0,0,0,1998,0
3,7,43,3,0,0,5,269,71,28,4,29,45,0.22,2.81,12,0,3,0,364,30,34,0,0,0,1976,0
2,8,39,11,0,0,0,269,82,41,7,51,51,0.25,4.12,5,6,3,4,387,6,46,0,0,0,1980,0
5,7,18,11,3,0,0,269,105,51,13,38,49,0.29,5.12,5,2,2,1,406,4,59,0,0,0,1975,0
3,4,22,16,1,1,0,269,106,55,6,58,34,0.3,5.52,2,5,2,0,425,1,63,0,0,0,1976,0
3,4,53,3,0,0,4,269,82,39,8,42,40,0.24,3.91,1,2,1,1,384,14,46,0,0,0,1987,0
4,6,33,7,0,0,1,269,103,58,8,43,53,0.28,5.82,8,3,1,1,408,6,64,0,0,0,1983,0
3,6,49,1,0,0,10,269,98,54,17,42,70,0.27,5.42,7,4,2,0,401,29,55,0,0,0,1987,0
4,8,13,13,1,1,0,269,81,38,10,34,51,0.241,3.81,0,4,2,0,377,0,42,2,3,0,2006,0
4,5,59,0,0,0,11,269,71,24,5,25,64,0.21,2.41,8,1,4,1,361,33,27,0,0,0,1973,0
3,2,49,3,0,0,1,269,84,29,5,34,59,0.25,2.91,13,3,3,2,382,10,30,0,0,0,1985,0
4,7,18,15,2,1,0,269,92,48,11,46,71,0.26,4.82,2,4,2,1,393,1,53,0,0,0,1970,0
7,6,17,16,1,0,0,269,83,40,8,49,43,0.24,4.01,1,4,3,0,391,1,43,0,0,0,1995,0
2,6,20,13,2,1,0,269,100,51,9,26,48,0,5.12,0,3,0,0,385,2,54,0,0,0,1999,0
4,1,36,4,0,0,1,269,86,36,5,15,65,0.24,3.61,3,5,2,0,367,6,40,0,0,0,1995,0
4,9,55,0,0,0,17,269,88,39,9,51,72,0.26,3.91,13,7,0,0,402,42,42,0,0,0,1984,0
4,9,29,10,0,0,0,269,115,66,10,35,65,0.29,6.62,4,3,4,0,411,7,71,0,0,0,1994,0
2,10,17,16,0,0,0,269,116,74,23,39,40,0,7.43,1,2,6,3,420,0,77,0,0,0,1999,0
4,5,27,13,0,0,0,269,86,45,16,35,76,0.22,4.52,3,3,2,0,390,1,50,0,0,0,1996,0
3,10,23,17,0,0,0,269,102,58,19,34,74,0.276,5.82,1,3,0,0,407,2,62,3,0,0,2009,0
4,6,18,11,2,1,0,269,102,44,11,32,42,0.29,4.42,4,1,2,0,394,4,46,0,0,0,1975,0
2,4,18,6,1,0,0,269,95,31,5,22,24,0.27,3.11,1,1,2,1,381,6,33,0,0,0,1978,0
4,9,20,17,0,0,0,269,104,60,12,39,72,0,6.02,0,3,4,0,407,0,64,0,0,0,1999,0
6,9,16,16,0,0,0,269,111,53,12,33,59,0.313,5.32,1,4,1,0,396,0,54,2,5,0,2012,0
0,6,42,0,0,0,2,269,95,47,11,34,49,0.278,4.72,4,3,3,0,386,24,57,1,6,0,2003,0
3,10,23,12,1,1,0,269,114,53,3,26,48,0.31,5.32,7,3,4,0,399,4,58,0,0,0,1971,0
4,6,39,3,0,0,1,268,92,41,4,47,64,0.27,4.13,7,2,2,1,397,19,45,0,0,0,1974,0
6,2,13,13,0,0,0,268,80,35,11,26,78,0.242,3.53,0,4,2,0,364,0,35,4,2,0,2012,0
5,7,49,0,0,0,6,268,94,31,1,36,65,0.27,3.12,5,5,2,1,387,37,34,0,0,0,1975,0
6,3,25,10,2,0,1,268,60,35,3,53,92,0.18,3.53,3,1,1,3,375,4,38,0,0,0,1969,0
9,10,60,0,0,0,21,268,90,42,8,30,64,0.26,4.23,14,2,1,2,384,46,45,0,0,0,1983,0
5,3,30,9,0,0,0,268,93,52,11,48,50,0.27,5.24,7,3,3,1,402,4,56,0,0,0,1991,0
3,2,50,1,0,0,4,268,90,35,5,32,58,0.26,3.53,3,4,3,0,386,19,40,0,0,0,1973,0
6,4,28,14,1,0,1,268,111,58,16,34,44,0.3,5.84,4,2,3,0,406,5,67,0,0,0,1984,0
2,5,25,10,1,0,0,268,116,63,17,35,31,0.32,6.35,0,1,2,0,404,9,66,0,0,0,1983,0
7,3,48,2,0,0,4,268,79,34,5,36,53,0.24,3.43,6,4,2,0,372,24,35,0,0,0,1992,0
9,2,42,6,0,0,3,268,113,53,12,36,70,0.31,5.34,3,4,0,0,406,10,58,0,0,0,1997,0
4,5,26,11,1,0,1,268,94,39,12,19,39,0.26,3.93,2,2,4,1,377,5,42,0,0,0,1977,0
6,1,64,0,0,0,3,268,62,22,6,39,92,0.194,2.22,1,5,4,0,370,9,29,6,1,0,2008,0
4,7,14,14,4,0,0,268,90,42,11,28,26,0.26,4.23,1,0,4,2,378,0,44,0,0,0,1989,0
3,5,66,0,0,0,11,268,80,32,4,33,43,0.24,3.22,3,1,3,0,379,36,37,0,0,0,1977,0
2,7,25,12,0,0,0,268,95,41,14,31,42,0.27,4.13,2,0,2,0,385,2,45,0,0,0,1987,0
4,9,44,12,0,0,0,268,115,49,5,35,31,0.32,4.94,5,2,2,0,403,11,53,0,0,0,1992,0
2,4,57,7,0,0,1,268,90,40,4,36,84,0.266,4.03,8,8,4,1,386,13,41,7,1,5,2014,0
6,7,56,3,0,0,0,268,82,29,9,20,82,0.24,2.92,7,1,3,1,363,18,32,0,0,0,1992,0
5,5,17,11,1,1,1,268,92,35,7,15,29,0.26,3.53,3,0,1,0,368,4,40,0,0,0,1980,0
5,7,17,11,2,0,0,268,92,44,7,13,32,0.26,4.43,2,0,3,0,370,2,47,0,0,0,1968,0
3,1,46,0,0,0,0,268,93,51,8,46,53,0.284,5.14,3,3,10,0,392,10,52,2,7,0,2008,0
7,6,40,8,0,0,0,268,107,59,14,43,54,0.296,5.94,3,6,7,0,415,7,67,2,2,0,2003,0
5,5,24,14,1,0,0,268,93,55,15,32,59,0.274,5.54,3,3,9,0,388,2,59,5,2,0,2001,0
3,8,22,14,2,0,0,268,109,59,15,38,67,0.301,5.94,0,3,4,0,410,2,65,3,3,0,2000,0
7,3,15,14,1,1,0,267,85,26,3,26,56,0.25,2.63,1,3,3,0,365,0,30,0,0,0,1988,0
8,3,64,0,0,0,20,267,66,19,5,25,116,0.2,1.92,4,2,2,0,356,56,20,0,0,0,1989,0
